id,timestamp,categoria,valor,estado,region,tiempo_respuesta
376,2025-02-17 00:00:00,Software,1.43,Inactivo,Norte,12.86
377,2025-02-17 03:00:00,Mecanica,49.48,Activo,Norte,3.96
378,2025-02-17 06:00:00,Mecanica,88.17,Activo,Este,6.22
379,2025-02-17 09:00:00,Electronica,1.46,Inactivo,Sur,14.01
380,2025-02-17 12:00:00,Calidad,7.5,Inactivo,Oeste,3.19
381,2025-02-17 15:00:00,Logistica,4.39,Inactivo,Norte,8.21
382,2025-02-17 18:00:00,Software,3.01,Inactivo,Centro,10.94
383,2025-02-17 21:00:00,Logistica,29.79,Error,Sur,6.95
384,2025-02-18 00:00:00,Mecanica,16.01,Error,Oeste,13.07
385,2025-02-18 03:00:00,Mecanica,20.95,Error,Oeste,10.07
386,2025-02-18 06:00:00,Logistica,50.92,Mantenimiento,Este,10.93
387,2025-02-18 09:00:00,Mecanica,7.47,Inactivo,Oeste,0.9
388,2025-02-18 12:00:00,Calidad,22.5,Error,Sur,9.35
389,2025-02-18 15:00:00,Electronica,27.34,Error,Sur,14.19
390,2025-02-18 18:00:00,Software,71.49,Activo,Centro,5.32
391,2025-02-18 21:00:00,Mecanica,30.18,Mantenimiento,Norte,7.19
392,2025-02-19 00:00:00,Logistica,28.5,Error,Sur,7.56
393,2025-02-19 03:00:00,Calidad,5.51,Inactivo,Este,9.41
394,2025-02-19 06:00:00,Software,8.34,Error,Este,4.0
395,2025-02-19 09:00:00,Calidad,66.06,Mantenimiento,Centro,9.06
396,2025-02-19 12:00:00,Calidad,39.41,Mantenimiento,Norte,5.22
397,2025-02-19 15:00:00,Mecanica,17.09,Error,Sur,11.13
398,2025-02-19 18:00:00,Software,48.46,Activo,Centro,11.45
399,2025-02-19 21:00:00,Logistica,25.26,Activo,Oeste,9.87
400,2025-02-20 00:00:00,Mecanica,53.03,Mantenimiento,Norte,11.38
401,2025-02-20 03:00:00,Logistica,29.8,Error,Centro,5.21
402,2025-02-20 06:00:00,Calidad,84.88,Activo,Centro,12.12
403,2025-02-20 09:00:00,Logistica,88.21,Mantenimiento,Sur,7.1
404,2025-02-20 12:00:00,Calidad,49.48,Activo,Norte,2.05
405,2025-02-20 15:00:00,Logistica,45.95,Mantenimiento,Sur,10.72
406,2025-02-20 18:00:00,Calidad,1.11,Error,Oeste,4.85
407,2025-02-20 21:00:00,Software,89.27,Mantenimiento,Norte,13.73
408,2025-02-21 00:00:00,Mecanica,2.33,Inactivo,Este,11.87
409,2025-02-21 03:00:00,Software,60.57,Mantenimiento,Centro,13.32
410,2025-02-21 06:00:00,Mecanica,32.07,Mantenimiento,Oeste,6.81
411,2025-02-21 09:00:00,Mecanica,85.66,Activo,Este,4.37
412,2025-02-21 12:00:00,Calidad,83.1,Activo,Oeste,12.97
413,2025-02-21 15:00:00,Mecanica,40.29,Mantenimiento,Este,8.5
414,2025-02-21 18:00:00,Calidad,96.15,Activo,Norte,9.18
415,2025-02-21 21:00:00,Software,15.68,Error,Sur,4.71
416,2025-02-22 00:00:00,Software,3.82,Inactivo,Norte,12.36
417,2025-02-22 03:00:00,Electronica,27.74,Mantenimiento,Este,13.22
418,2025-02-22 06:00:00,Software,10.34,Error,Este,12.09
419,2025-02-22 09:00:00,Electronica,25.87,Mantenimiento,Centro,10.04
420,2025-02-22 12:00:00,Calidad,9.47,Inactivo,Centro,14.58
421,2025-02-22 15:00:00,Electronica,25.24,Error,Este,4.9
422,2025-02-22 18:00:00,Software,51.62,Activo,Centro,3.35
423,2025-02-22 21:00:00,Calidad,9.77,Inactivo,Norte,8.4
424,2025-02-23 00:00:00,Logistica,105.46,Inactivo,Sur,4.42
425,2025-02-23 03:00:00,Electronica,39.54,Mantenimiento,Este,2.68
426,2025-02-23 06:00:00,Software,7.15,Error,Oeste,10.47
427,2025-02-23 09:00:00,Electronica,2.26,Error,Sur,10.09
428,2025-02-23 12:00:00,Mecanica,32.22,Mantenimiento,Centro,1.56
429,2025-02-23 15:00:00,Calidad,82.27,Mantenimiento,Este,1.04
430,2025-02-23 18:00:00,Mecanica,12.76,Error,Sur,10.99
431,2025-02-23 21:00:00,Electronica,18.01,Error,Este,9.35
432,2025-02-24 00:00:00,Logistica,98.66,Mantenimiento,Sur,3.79
433,2025-02-24 03:00:00,Software,10.56,Error,Norte,5.81
434,2025-02-24 06:00:00,Calidad,9.47,Error,Oeste,9.2
435,2025-02-24 09:00:00,Calidad,29.01,Error,Centro,1.98
436,2025-02-24 12:00:00,Software,9.72,Inactivo,Oeste,3.2
438,2025-02-24 18:00:00,Software,7.59,Inactivo,Centro,5.9
439,2025-02-24 21:00:00,Software,75.02,Mantenimiento,Oeste,7.0
440,2025-02-25 00:00:00,Calidad,10.87,Error,Sur,13.15
441,2025-02-25 03:00:00,Mecanica,0.32,Error,Oeste,11.36
442,2025-02-25 06:00:00,Calidad,1.49,Error,Norte,3.43
443,2025-02-25 09:00:00,Logistica,25.03,Mantenimiento,Sur,4.49
444,2025-02-25 12:00:00,Calidad,3.76,Inactivo,Norte,11.02
445,2025-02-25 15:00:00,Calidad,126.44,Activo,Centro,10.98
447,2025-02-25 21:00:00,Electronica,90.76,Activo,Centro,11.67
448,2025-02-26 00:00:00,Electronica,92.22,Activo,Centro,9.78
449,2025-02-26 03:00:00,Software,1.48,Inactivo,Este,5.59
450,2025-02-26 06:00:00,Logistica,85.68,Activo,Este,0.33
451,2025-02-26 09:00:00,Software,27.48,Activo,Centro,5.43
452,2025-02-26 12:00:00,Electronica,6.28,Error,Oeste,1.73
453,2025-02-26 15:00:00,Logistica,9.04,Inactivo,Centro,13.94
454,2025-02-26 18:00:00,Software,2.75,Inactivo,Este,6.36
455,2025-02-26 21:00:00,Software,2.8,Inactivo,Sur,12.72
456,2025-02-27 00:00:00,Calidad,13.65,Error,Oeste,3.56
457,2025-02-27 03:00:00,Logistica,7.25,Inactivo,Norte,10.35
458,2025-02-27 06:00:00,Calidad,3.9,Inactivo,Sur,5.86
459,2025-02-27 09:00:00,Calidad,86.93,Activo,Norte,0.69
460,2025-02-27 12:00:00,Electronica,50.24,Mantenimiento,Centro,11.52
461,2025-02-27 15:00:00,Logistica,82.55,Mantenimiento,Centro,5.09
462,2025-02-27 18:00:00,Logistica,78.38,Mantenimiento,Este,4.09
463,2025-02-27 21:00:00,Electronica,25.86,Activo,Sur,1.51
464,2025-02-28 00:00:00,Calidad,45.97,Mantenimiento,Centro,13.26
465,2025-02-28 03:00:00,Logistica,6.28,Error,Norte,6.65
466,2025-02-28 06:00:00,Logistica,28.94,Error,Oeste,10.86
467,2025-02-28 09:00:00,Mecanica,57.04,Mantenimiento,Sur,10.31
468,2025-02-28 12:00:00,Calidad,43.18,Mantenimiento,Centro,13.96
469,2025-02-28 15:00:00,Electronica,78.05,Activo,Centro,11.92
470,2025-02-28 18:00:00,Calidad,20.64,Mantenimiento,Centro,4.9
471,2025-02-28 21:00:00,Electronica,27.82,Mantenimiento,Sur,1.25
472,2025-03-01 00:00:00,Electronica,96.3,Activo,Oeste,7.1
473,2025-03-01 03:00:00,Mecanica,7.34,Error,Este,3.45
474,2025-03-01 06:00:00,Software,46.71,Mantenimiento,Sur,3.4
475,2025-03-01 09:00:00,Electronica,0.43,Inactivo,Centro,0.15
476,2025-03-01 12:00:00,Logistica,0.46,Inactivo,Centro,12.67
477,2025-03-01 15:00:00,Logistica,0.89,Inactivo,Este,6.29
478,2025-03-01 18:00:00,Mecanica,3.51,Error,Este,12.08
479,2025-03-01 21:00:00,Electronica,35.2,Mantenimiento,Oeste,5.45
480,2025-03-02 00:00:00,Software,1.31,Inactivo,Centro,9.38
481,2025-03-02 03:00:00,Calidad,99.48,Mantenimiento,Oeste,5.22
482,2025-03-02 06:00:00,Calidad,25.71,Error,Norte,4.72
483,2025-03-02 09:00:00,Logistica,78.2,Activo,Oeste,11.44
484,2025-03-02 12:00:00,Electronica,61.65,Mantenimiento,Este,1.57
485,2025-03-02 15:00:00,Software,4.38,Inactivo,Oeste,5.76
486,2025-03-02 18:00:00,Logistica,21.37,Error,Sur,8.66
487,2025-03-02 21:00:00,Software,3.8,Inactivo,Este,1.9
488,2025-03-03 00:00:00,Software,92.01,Mantenimiento,Este,3.08
489,2025-03-03 03:00:00,Mecanica,57.78,Mantenimiento,Este,6.15
490,2025-03-03 06:00:00,Software,74.14,Mantenimiento,Sur,12.15
491,2025-03-03 09:00:00,Mecanica,27.61,Activo,Sur,6.93
492,2025-03-03 12:00:00,Software,81.85,Mantenimiento,Norte,0.29
493,2025-03-03 15:00:00,Mecanica,8.88,Inactivo,Centro,3.13
494,2025-03-03 18:00:00,Calidad,6.77,Inactivo,Norte,11.99
496,2025-03-04 00:00:00,Calidad,6.92,Inactivo,Centro,0.12
497,2025-03-04 03:00:00,Software,8.03,Error,Norte,5.05
498,2025-03-04 06:00:00,Logistica,69.34,Mantenimiento,Oeste,14.81
499,2025-03-04 09:00:00,Logistica,31.88,Activo,Sur,6.55
500,2025-03-04 12:00:00,Software,82.55,Mantenimiento,Sur,2.69
501,2025-03-04 15:00:00,Calidad,28.07,Error,Centro,11.73
502,2025-03-04 18:00:00,Mecanica,8.58,Inactivo,Norte,10.09
503,2025-03-04 21:00:00,Logistica,56.12,Mantenimiento,Norte,3.81
505,2025-03-05 03:00:00,Software,35.78,Mantenimiento,Oeste,11.32
506,2025-03-05 06:00:00,Mecanica,65.63,Inactivo,Sur,4.83
507,2025-03-05 09:00:00,Logistica,39.68,Activo,Norte,11.5
508,2025-03-05 12:00:00,Electronica,76.73,Mantenimiento,Norte,7.57
509,2025-03-05 15:00:00,Electronica,7.66,Inactivo,Norte,3.63
510,2025-03-05 18:00:00,Software,1.48,Inactivo,Norte,8.23
511,2025-03-05 21:00:00,Software,35.72,Mantenimiento,Centro,5.93
512,2025-03-06 00:00:00,Electronica,36.65,Activo,Sur,3.72
513,2025-03-06 03:00:00,Electronica,24.52,Activo,Norte,6.49
514,2025-03-06 06:00:00,Calidad,38.26,Activo,Oeste,2.16
515,2025-03-06 09:00:00,Calidad,13.22,Error,Sur,0.58
516,2025-03-06 12:00:00,Mecanica,17.16,Error,Este,8.86
517,2025-03-06 15:00:00,Calidad,12.25,Error,Norte,10.54
518,2025-03-06 18:00:00,Logistica,42.71,Mantenimiento,Sur,11.55
519,2025-03-06 21:00:00,Software,81.6,Mantenimiento,Norte,2.59
520,2025-03-07 00:00:00,Mecanica,2.16,Inactivo,Norte,5.68
521,2025-03-07 03:00:00,Calidad,55.36,Mantenimiento,Sur,12.88
522,2025-03-07 06:00:00,Electronica,14.42,Error,Este,9.98
523,2025-03-07 09:00:00,Logistica,69.58,Mantenimiento,Este,8.9
524,2025-03-07 12:00:00,Logistica,4.85,Error,Sur,13.53
525,2025-03-07 15:00:00,Logistica,26.8,Mantenimiento,Sur,5.95
526,2025-03-07 18:00:00,Logistica,9.84,Inactivo,Centro,7.01
527,2025-03-07 21:00:00,Calidad,56.86,Activo,Centro,6.27
528,2025-03-08 00:00:00,Software,34.52,Activo,Norte,14.82
529,2025-03-08 03:00:00,Logistica,14.4,Error,Norte,14.11
530,2025-03-08 06:00:00,Software,29.5,Mantenimiento,Centro,2.87
531,2025-03-08 09:00:00,Mecanica,1.31,Inactivo,Centro,5.1
532,2025-03-08 12:00:00,Software,82.18,Activo,Oeste,4.26
533,2025-03-08 15:00:00,Electronica,62.14,Activo,Oeste,1.12
534,2025-03-08 18:00:00,Electronica,22.11,Activo,Sur,13.28
535,2025-03-08 21:00:00,Electronica,8.29,Inactivo,Sur,12.33
536,2025-03-09 00:00:00,Calidad,45.04,Mantenimiento,Centro,13.39
537,2025-03-09 03:00:00,Electronica,20.55,Error,Centro,12.79
538,2025-03-09 06:00:00,Software,30.14,Mantenimiento,Centro,10.88
539,2025-03-09 09:00:00,Calidad,2.7,Inactivo,Sur,9.1
540,2025-03-09 12:00:00,Calidad,73.61,Activo,Norte,3.35
541,2025-03-09 15:00:00,Calidad,29.03,Error,Centro,9.96
543,2025-03-09 21:00:00,Electronica,9.61,Inactivo,Este,2.7
544,2025-03-10 00:00:00,Software,92.48,Activo,Sur,9.94
545,2025-03-10 03:00:00,Calidad,19.34,Error,Centro,0.2
546,2025-03-10 06:00:00,Logistica,85.07,Mantenimiento,Oeste,6.14
547,2025-03-10 09:00:00,Mecanica,8.81,Inactivo,Norte,1.24
548,2025-03-10 12:00:00,Electronica,6.53,Inactivo,Sur,13.36
549,2025-03-10 15:00:00,Calidad,8.69,Inactivo,Centro,2.52
550,2025-03-10 18:00:00,Software,46.43,Activo,Centro,12.75
551,2025-03-10 21:00:00,Calidad,24.63,Error,Norte,6.57
552,2025-03-11 00:00:00,Mecanica,1.31,Error,Sur,7.68
553,2025-03-11 03:00:00,Software,93.65,Activo,Oeste,6.62
554,2025-03-11 06:00:00,Software,93.64,Activo,Norte,9.11
555,2025-03-11 09:00:00,Electronica,89.8,Inactivo,Centro,13.99
556,2025-03-11 12:00:00,Mecanica,2.54,Inactivo,Sur,8.5
557,2025-03-11 15:00:00,Software,9.07,Error,Este,2.1
558,2025-03-11 18:00:00,Mecanica,7.74,Error,Centro,6.83
559,2025-03-11 21:00:00,Electronica,5.32,Inactivo,Norte,2.27
560,2025-03-12 00:00:00,Logistica,13.61,Error,Oeste,8.41
561,2025-03-12 03:00:00,Software,9.94,Inactivo,Oeste,10.51
562,2025-03-12 06:00:00,Software,29.73,Mantenimiento,Norte,3.64
563,2025-03-12 09:00:00,Logistica,51.67,Activo,Sur,12.12
564,2025-03-12 12:00:00,Electronica,32.8,Mantenimiento,Oeste,0.57
565,2025-03-12 15:00:00,Calidad,69.06,Mantenimiento,Este,0.45
566,2025-03-12 18:00:00,Logistica,42.99,Activo,Centro,8.47
567,2025-03-12 21:00:00,Logistica,24.46,Mantenimiento,Este,5.48
568,2025-03-13 00:00:00,Logistica,9.89,Inactivo,Norte,9.57
569,2025-03-13 03:00:00,Electronica,51.77,Mantenimiento,Sur,11.5
570,2025-03-13 06:00:00,Software,6.14,Error,Sur,14.35
571,2025-03-13 09:00:00,Electronica,97.06,Activo,Sur,0.93
572,2025-03-13 12:00:00,Software,0.21,Inactivo,Centro,14.83
573,2025-03-13 15:00:00,Logistica,1.83,Inactivo,Sur,8.16
574,2025-03-13 18:00:00,Software,64.49,Mantenimiento,Sur,9.13
575,2025-03-13 21:00:00,Electronica,77.51,Mantenimiento,Sur,5.57
576,2025-03-14 00:00:00,Calidad,8.57,Inactivo,Sur,7.73
577,2025-03-14 03:00:00,Calidad,0.67,Inactivo,Sur,0.27
578,2025-03-14 06:00:00,Software,33.23,Activo,Centro,7.49
579,2025-03-14 09:00:00,Software,83.64,Mantenimiento,Norte,14.74
580,2025-03-14 12:00:00,Logistica,60.33,Mantenimiento,Oeste,14.44
581,2025-03-14 15:00:00,Calidad,1.26,Inactivo,Centro,8.46
582,2025-03-14 18:00:00,Mecanica,16.81,Error,Centro,6.22
583,2025-03-14 21:00:00,Software,78.18,Mantenimiento,Norte,3.51
584,2025-03-15 00:00:00,Calidad,2.14,Inactivo,Norte,10.2
585,2025-03-15 03:00:00,Logistica,11.66,Error,Este,6.12
586,2025-03-15 06:00:00,Mecanica,1.76,Inactivo,Oeste,3.82
587,2025-03-15 09:00:00,Mecanica,39.33,Mantenimiento,Oeste,0.16
588,2025-03-15 12:00:00,Calidad,10.39,Error,Sur,8.65
589,2025-03-15 15:00:00,Logistica,51.01,Activo,Centro,10.34
590,2025-03-15 18:00:00,Software,92.2,Mantenimiento,Este,4.23
591,2025-03-15 21:00:00,Logistica,22.06,Error,Norte,8.1
592,2025-03-16 00:00:00,Software,57.23,Mantenimiento,Centro,5.35
593,2025-03-16 03:00:00,Electronica,38.68,Activo,Oeste,14.35
594,2025-03-16 06:00:00,Electronica,0.48,Inactivo,Norte,4.28
595,2025-03-16 09:00:00,Electronica,58.69,Activo,Oeste,9.17
596,2025-03-16 12:00:00,Calidad,96.7,Activo,Sur,10.58
597,2025-03-16 15:00:00,Calidad,65.04,Mantenimiento,Sur,9.02
598,2025-03-16 18:00:00,Mecanica,88.09,Activo,Sur,5.46
599,2025-03-16 21:00:00,Mecanica,74.7,Mantenimiento,Sur,7.28
600,2025-03-17 00:00:00,Software,48.19,Activo,Norte,10.63
